Month,Department,Category,BudgetAmount,ActualAmount,TransactionCount,Variance,VariancePct,IsFlaggedAnomaly
2022-01,HR,Salaries,824994,531288,8,-293706,-35.6,1
2022-01,HR,Training,544704,695220,7,150516,27.63,1
2022-01,HR,Travel,448421,661203,7,212782,47.45,1
2022-01,HR,Utilities,477219,524610,6,47391,9.93,0
2022-01,IT,Infrastructure,336418,391639,5,55221,16.41,0
2022-01,IT,Marketing,182545,510757,4,328212,179.8,1
2022-01,IT,Salaries,431837,503447,6,71610,16.58,0
2022-01,IT,Training,785500,725616,10,-59884,-7.62,0
2022-01,IT,Travel,901950,858929,10,-43021,-4.77,0
2022-01,IT,Utilities,488653,689518,6,200865,41.11,1
2022-01,Marketing,Infrastructure,787095,980136,11,193041,24.53,0
2022-01,Marketing,Marketing,779999,713981,9,-66018,-8.46,0
2022-01,Marketing,Salaries,878163,350816,10,-527347,-60.05,1
2022-01,Marketing,Training,452349,741579,6,289230,63.94,1
2022-01,Marketing,Travel,867631,1065579,10,197948,22.81,0
2022-01,Marketing,Utilities,427742,556058,6,128316,30.0,1
2022-01,Operations,Infrastructure,589599,608703,7,19104,3.24,0
2022-01,Operations,Marketing,315032,547542,7,232510,73.81,1
2022-01,Operations,Salaries,373136,207635,5,-165501,-44.35,1
2022-01,Operations,Training,1017738,1035880,11,18142,1.78,0
2022-01,Operations,Travel,381056,623665,5,242609,63.67,1
2022-01,Operations,Utilities,550818,996718,9,445900,80.95,1
2022-01,Sales,Infrastructure,532878,678323,7,145445,27.29,1
2022-01,Sales,Marketing,609978,767444,8,157466,25.82,1
2022-01,Sales,Salaries,1325170,928516,12,-396654,-29.93,1
2022-01,Sales,Training,746347,1140803,11,394456,52.85,1
2022-01,Sales,Travel,515440,532738,6,17298,3.36,0
2022-01,Sales,Utilities,486592,400009,5,-86583,-17.79,0
2022-02,Finance,Infrastructure,256731,259829,5,3098,1.21,0
2022-02,Finance,Marketing,281786,298260,5,16474,5.85,0
2022-02,Finance,Salaries,570448,556721,8,-13727,-2.41,0
2022-02,Finance,Training,553631,604619,8,50988,9.21,0
2022-02,Finance,Travel,824638,769861,8,-54777,-6.64,0
2022-02,Finance,Utilities,271636,351709,4,80073,29.48,1
2022-02,HR,Infrastructure,1048558,1301932,11,253374,24.16,0
2022-02,HR,Marketing,445804,577405,5,131601,29.52,1
2022-02,HR,Salaries,324244,354548,5,30304,9.35,0
2022-02,HR,Training,538014,663969,7,125955,23.41,0
2022-02,HR,Travel,733421,724489,8,-8932,-1.22,0
2022-02,HR,Utilities,480777,956983,8,476206,99.05,1
2022-02,IT,Infrastructure,111255,71259,2,-39996,-35.95,1
2022-02,IT,Marketing,881410,800804,11,-80606,-9.15,0
2022-02,IT,Salaries,202225,421801,4,219576,108.58,1
2022-02,IT,Training,330614,524381,5,193767,58.61,1
2022-02,IT,Travel,176936,476013,4,299077,169.03,1
2022-02,IT,Utilities,486699,668780,7,182081,37.41,1
2022-02,Marketing,Infrastructure,620602,814528,8,193926,31.25,1
2022-02,Marketing,Marketing,581668,678344,7,96676,16.62,0
2022-02,Marketing,Salaries,835017,783948,8,-51069,-6.12,0
2022-02,Marketing,Training,478844,651384,7,172540,36.03,1
2022-02,Marketing,Travel,532760,721636,7,188876,35.45,1
2022-02,Marketing,Utilities,473283,208952,6,-264331,-55.85,1
2022-02,Operations,Infrastructure,1030056,733179,10,-296877,-28.82,1
2022-02,Operations,Marketing,456190,368274,5,-87916,-19.27,0
2022-02,Operations,Salaries,575412,837456,8,262044,45.54,1
2022-02,Operations,Training,483825,505774,7,21949,4.54,0
2022-02,Operations,Travel,195386,66190,2,-129196,-66.12,1
2022-02,Operations,Utilities,235599,396952,4,161353,68.49,1
2022-02,Sales,Infrastructure,383707,557376,6,173669,45.26,1
2022-02,Sales,Marketing,588466,671645,10,83179,14.13,0
2022-02,Sales,Salaries,1342205,1408422,15,66217,4.93,0
2022-02,Sales,Training,701741,462703,7,-239038,-34.06,1
2022-02,Sales,Travel,1112619,837739,11,-274880,-24.71,0
2022-02,Sales,Utilities,149949,98273,1,-51676,-34.46,1
2022-03,Finance,Infrastructure,598947,647581,8,48634,8.12,0
2022-03,Finance,Marketing,109635,83412,2,-26223,-23.92,0
2022-03,Finance,Salaries,771034,831044,9,60010,7.78,0
2022-03,Finance,Training,464256,398259,5,-65997,-14.22,0
2022-03,Finance,Travel,650289,682710,8,32421,4.99,0
2022-03,Finance,Utilities,810655,995053,10,184398,22.75,0
2022-03,HR,Infrastructure,67523,403571,3,336048,497.68,1
2022-03,HR,Marketing,209295,149266,4,-60029,-28.68,1
2022-03,HR,Salaries,1134971,1037208,13,-97763,-8.61,0
2022-03,HR,Training,277485,429140,6,151655,54.65,1
2022-03,HR,Travel,828857,1279839,11,450982,54.41,1
2022-03,HR,Utilities,166934,218310,3,51376,30.78,1
2022-03,IT,Infrastructure,435704,408561,5,-27143,-6.23,0
2022-03,IT,Marketing,478876,827663,8,348787,72.83,1
2022-03,IT,Salaries,610235,794444,10,184209,30.19,1
2022-03,IT,Training,836392,1109156,12,272764,32.61,1
2022-03,IT,Travel,895923,1216477,13,320554,35.78,1
2022-03,IT,Utilities,810203,976385,9,166182,20.51,0
2022-03,Marketing,Infrastructure,352246,358926,5,6680,1.9,0
2022-03,Marketing,Marketing,521688,381899,5,-139789,-26.8,1
2022-03,Marketing,Salaries,532343,812070,7,279727,52.55,1
2022-03,Marketing,Training,220151,131228,3,-88923,-40.39,1
2022-03,Marketing,Travel,952014,953023,12,1009,0.11,0
2022-03,Marketing,Utilities,858709,868197,10,9488,1.1,0
2022-03,Operations,Infrastructure,722263,687737,8,-34526,-4.78,0
2022-03,Operations,Marketing,459750,652754,7,193004,41.98,1
2022-03,Operations,Salaries,696269,780021,8,83752,12.03,0
2022-03,Operations,Training,487788,721853,6,234065,47.98,1
2022-03,Operations,Travel,634272,671396,7,37124,5.85,0
2022-03,Operations,Utilities,339332,423355,4,84023,24.76,0
2022-03,Sales,Infrastructure,1201518,1328436,17,126918,10.56,0
2022-03,Sales,Marketing,100903,312148,4,211245,209.35,1
2022-03,Sales,Salaries,559904,888941,7,329037,58.77,1
2022-03,Sales,Training,630003,770154,9,140151,22.25,0
2022-03,Sales,Travel,765231,752004,11,-13227,-1.73,0
2022-03,Sales,Utilities,713433,909590,11,196157,27.49,1
2022-04,Finance,Infrastructure,829206,915745,10,86539,10.44,0
2022-04,Finance,Marketing,398853,421345,6,22492,5.64,0
2022-04,Finance,Salaries,721033,1068295,10,347262,48.16,1
2022-04,Finance,Training,375984,330379,5,-45605,-12.13,0
2022-04,Finance,Travel,205178,268596,3,63418,30.91,1
2022-04,Finance,Utilities,489671,497817,7,8146,1.66,0
2022-04,HR,Infrastructure,400349,358954,5,-41395,-10.34,0
2022-04,HR,Marketing,620683,503648,7,-117035,-18.86,0
2022-04,HR,Salaries,460856,340115,5,-120741,-26.2,1
2022-04,HR,Training,774690,907375,10,132685,17.13,0
2022-04,HR,Travel,567295,773463,7,206168,36.34,1
2022-04,HR,Utilities,515661,539059,6,23398,4.54,0
2022-04,IT,Infrastructure,580123,577966,6,-2157,-0.37,0
2022-04,IT,Marketing,521155,395848,5,-125307,-24.04,0
2022-04,IT,Salaries,311091,372161,5,61070,19.63,0
2022-04,IT,Training,313339,395619,4,82280,26.26,1
2022-04,IT,Travel,549329,529285,7,-20044,-3.65,0
2022-04,IT,Utilities,449638,659909,6,210271,46.76,1
2022-04,Marketing,Infrastructure,802745,911136,10,108391,13.5,0
2022-04,Marketing,Marketing,614702,855006,10,240304,39.09,1
2022-04,Marketing,Salaries,670753,839221,9,168468,25.12,1
2022-04,Marketing,Training,711891,853993,8,142102,19.96,0
2022-04,Marketing,Travel,699590,971944,10,272354,38.93,1
2022-04,Marketing,Utilities,790334,891637,12,101303,12.82,0
2022-04,Operations,Infrastructure,686388,930984,9,244596,35.64,1
2022-04,Operations,Marketing,339328,555698,5,216370,63.76,1
2022-04,Operations,Salaries,472090,594140,6,122050,25.85,1
2022-04,Operations,Training,513384,742859,8,229475,44.7,1
2022-04,Operations,Travel,748393,797064,10,48671,6.5,0
2022-04,Operations,Utilities,1109511,1160484,13,50973,4.59,0
2022-04,Sales,Infrastructure,375512,614485,7,238973,63.64,1
2022-04,Sales,Marketing,836829,944851,10,108022,12.91,0
2022-04,Sales,Salaries,419609,552402,7,132793,31.65,1
2022-04,Sales,Training,627402,576549,7,-50853,-8.11,0
2022-04,Sales,Travel,746912,876695,11,129783,17.38,0
2022-04,Sales,Utilities,312138,530488,5,218350,69.95,1
2022-05,Finance,Infrastructure,715607,558381,6,-157226,-21.97,0
2022-05,Finance,Marketing,399805,599435,7,199630,49.93,1
2022-05,Finance,Salaries,635762,532958,8,-102804,-16.17,0
2022-05,Finance,Training,1021020,1124871,12,103851,10.17,0
2022-05,Finance,Travel,573474,900870,8,327396,57.09,1
2022-05,Finance,Utilities,554597,672325,7,117728,21.23,0
2022-05,HR,Infrastructure,669088,440453,6,-228635,-34.17,1
2022-05,HR,Marketing,811155,651827,8,-159328,-19.64,0
2022-05,HR,Salaries,869770,928974,9,59204,6.81,0
2022-05,HR,Training,839153,1227337,11,388184,46.26,1
2022-05,HR,Travel,739042,890745,11,151703,20.53,0
2022-05,HR,Utilities,727886,948327,11,220441,30.29,1
2022-05,IT,Infrastructure,842095,1269954,11,427859,50.81,1
2022-05,IT,Marketing,816224,1154745,11,338521,41.47,1
2022-05,IT,Salaries,407666,366045,4,-41621,-10.21,0
2022-05,IT,Training,696352,793072,8,96720,13.89,0
2022-05,IT,Travel,522795,542315,6,19520,3.73,0
2022-05,IT,Utilities,872099,1248557,15,376458,43.17,1
2022-05,Marketing,Infrastructure,840137,832372,10,-7765,-0.92,0
2022-05,Marketing,Marketing,392694,383544,4,-9150,-2.33,0
2022-05,Marketing,Salaries,400577,695793,7,295216,73.7,1
2022-05,Marketing,Training,413840,589197,6,175357,42.37,1
2022-05,Marketing,Travel,296762,586379,6,289617,97.59,1
2022-05,Marketing,Utilities,1034166,920759,13,-113407,-10.97,0
2022-05,Operations,Infrastructure,483588,704597,6,221009,45.7,1
2022-05,Operations,Marketing,394327,545150,5,150823,38.25,1
2022-05,Operations,Salaries,406486,598588,5,192102,47.26,1
2022-05,Operations,Training,693019,862380,9,169361,24.44,0
2022-05,Operations,Travel,760109,522404,7,-237705,-31.27,1
2022-05,Operations,Utilities,813805,601704,10,-212101,-26.06,1
2022-05,Sales,Infrastructure,414346,257134,5,-157212,-37.94,1
2022-05,Sales,Marketing,837313,870650,8,33337,3.98,0
2022-05,Sales,Salaries,625102,1118656,11,493554,78.96,1
2022-05,Sales,Training,393486,358299,7,-35187,-8.94,0
2022-05,Sales,Travel,542962,785283,8,242321,44.63,1
2022-05,Sales,Utilities,295517,521426,5,225909,76.45,1
2022-06,Finance,Infrastructure,605254,573475,8,-31779,-5.25,0
2022-06,Finance,Marketing,669327,702957,8,33630,5.02,0
2022-06,Finance,Salaries,340453,729764,6,389311,114.35,1
2022-06,Finance,Training,537315,619603,6,82288,15.31,0
2022-06,Finance,Travel,389029,509244,6,120215,30.9,1
2022-06,Finance,Utilities,476468,565824,5,89356,18.75,0
2022-06,HR,Infrastructure,1108710,951397,11,-157313,-14.19,0
2022-06,HR,Marketing,487172,580068,8,92896,19.07,0
2022-06,HR,Salaries,635224,595807,8,-39417,-6.21,0
2022-06,HR,Training,1143677,1265094,12,121417,10.62,0
2022-06,HR,Travel,490221,480852,6,-9369,-1.91,0
2022-06,HR,Utilities,1105668,1044211,15,-61457,-5.56,0
2022-06,IT,Infrastructure,634952,649440,9,14488,2.28,0
2022-06,IT,Marketing,742194,683018,9,-59176,-7.97,0
2022-06,IT,Salaries,621028,579832,6,-41196,-6.63,0
2022-06,IT,Training,501136,385877,7,-115259,-23.0,0
2022-06,IT,Travel,768359,737921,9,-30438,-3.96,0
2022-06,IT,Utilities,763974,1015920,9,251946,32.98,1
2022-06,Marketing,Infrastructure,590735,626196,7,35461,6.0,0
2022-06,Marketing,Marketing,824825,1102795,11,277970,33.7,1
2022-06,Marketing,Salaries,1167761,970127,11,-197634,-16.92,0
2022-06,Marketing,Training,388875,468837,5,79962,20.56,0
2022-06,Marketing,Travel,486143,499790,6,13647,2.81,0
2022-06,Marketing,Utilities,102036,194254,2,92218,90.38,1
2022-06,Operations,Infrastructure,325531,399394,4,73863,22.69,0
2022-06,Operations,Marketing,1097078,1266833,13,169755,15.47,0
2022-06,Operations,Salaries,653698,575751,8,-77947,-11.92,0
2022-06,Operations,Training,394692,562456,6,167764,42.51,1
2022-06,Operations,Travel,555693,622567,9,66874,12.03,0
2022-06,Operations,Utilities,279003,562254,6,283251,101.52,1
2022-06,Sales,Infrastructure,392839,499765,7,106926,27.22,1
2022-06,Sales,Marketing,1179540,1011412,11,-168128,-14.25,0
2022-06,Sales,Salaries,665547,430024,8,-235523,-35.39,1
2022-06,Sales,Training,849818,1236936,11,387118,45.55,1
2022-06,Sales,Travel,400247,620604,7,220357,55.06,1
2022-06,Sales,Utilities,313674,555282,5,241608,77.03,1
2022-07,Finance,Infrastructure,609520,501238,7,-108282,-17.77,0
2022-07,Finance,Marketing,304058,604816,5,300758,98.91,1
2022-07,Finance,Salaries,590520,793136,7,202616,34.31,1
2022-07,Finance,Training,597750,473937,6,-123813,-20.71,0
2022-07,Finance,Travel,1254306,1306816,14,52510,4.19,0
2022-07,Finance,Utilities,522687,254549,5,-268138,-51.3,1
2022-07,HR,Infrastructure,323239,338608,4,15369,4.75,0
2022-07,HR,Marketing,1506309,1251460,14,-254849,-16.92,0
2022-07,HR,Salaries,455452,643343,6,187891,41.25,1
2022-07,HR,Training,175541,287281,2,111740,63.65,1
2022-07,HR,Travel,750584,801380,10,50796,6.77,0
2022-07,HR,Utilities,807224,1073932,13,266708,33.04,1
2022-07,IT,Infrastructure,850027,709926,8,-140101,-16.48,0
2022-07,IT,Marketing,667944,1063046,8,395102,59.15,1
2022-07,IT,Salaries,473991,622865,7,148874,31.41,1
2022-07,IT,Training,671580,755399,10,83819,12.48,0
2022-07,IT,Travel,781833,761308,10,-20525,-2.63,0
2022-07,IT,Utilities,956435,1040858,11,84423,8.83,0
2022-07,Marketing,Infrastructure,472210,560372,7,88162,18.67,0
2022-07,Marketing,Marketing,588199,708520,9,120321,20.46,0
2022-07,Marketing,Salaries,729751,1158416,11,428665,58.74,1
2022-07,Marketing,Training,433844,729576,8,295732,68.17,1
2022-07,Marketing,Travel,833802,814901,8,-18901,-2.27,0
2022-07,Marketing,Utilities,514647,423390,7,-91257,-17.73,0
2022-07,Operations,Infrastructure,739530,845074,9,105544,14.27,0
2022-07,Operations,Marketing,482709,633007,8,150298,31.14,1
2022-07,Operations,Salaries,621260,600655,8,-20605,-3.32,0
2022-07,Operations,Training,495496,240359,5,-255137,-51.49,1
2022-07,Operations,Travel,730185,967302,10,237117,32.47,1
2022-07,Operations,Utilities,613506,808238,10,194732,31.74,1
2022-07,Sales,Infrastructure,570033,561040,6,-8993,-1.58,0
2022-07,Sales,Marketing,1134492,1237352,12,102860,9.07,0
2022-07,Sales,Salaries,437008,517319,5,80311,18.38,0
2022-07,Sales,Training,634584,593231,6,-41353,-6.52,0
2022-07,Sales,Travel,763887,787554,8,23667,3.1,0
2022-07,Sales,Utilities,609131,645486,8,36355,5.97,0
2022-08,Finance,Infrastructure,569758,749347,8,179589,31.52,1
2022-08,Finance,Marketing,677652,621727,8,-55925,-8.25,0
2022-08,Finance,Salaries,683203,671961,7,-11242,-1.65,0
2022-08,Finance,Training,199650,340517,3,140867,70.56,1
2022-08,Finance,Travel,692906,641005,9,-51901,-7.49,0
2022-08,Finance,Utilities,826888,822768,11,-4120,-0.5,0
2022-08,HR,Infrastructure,725395,1049092,11,323697,44.62,1
2022-08,HR,Marketing,900130,853319,9,-46811,-5.2,0
2022-08,HR,Salaries,501510,930500,9,428990,85.54,1
2022-08,HR,Training,683554,780186,8,96632,14.14,0
2022-08,HR,Travel,745332,958144,10,212812,28.55,1
2022-08,HR,Utilities,962941,962227,11,-714,-0.07,0
2022-08,IT,Infrastructure,356955,707654,8,350699,98.25,1
2022-08,IT,Marketing,583878,514301,7,-69577,-11.92,0
2022-08,IT,Salaries,615497,776708,9,161211,26.19,1
2022-08,IT,Training,340697,210756,4,-129941,-38.14,1
2022-08,IT,Travel,601200,735175,10,133975,22.28,0
2022-08,IT,Utilities,867918,1117566,11,249648,28.76,1
2022-08,Marketing,Infrastructure,667706,423897,8,-243809,-36.51,1
2022-08,Marketing,Marketing,275417,444934,6,169517,61.55,1
2022-08,Marketing,Salaries,429714,758442,7,328728,76.5,1
2022-08,Marketing,Training,84695,216537,3,131842,155.67,1
2022-08,Marketing,Travel,703613,1218239,11,514626,73.14,1
2022-08,Marketing,Utilities,748625,800556,9,51931,6.94,0
2022-08,Operations,Infrastructure,527429,591458,7,64029,12.14,0
2022-08,Operations,Marketing,990865,1015318,12,24453,2.47,0
2022-08,Operations,Salaries,517148,498101,6,-19047,-3.68,0
2022-08,Operations,Training,507569,654684,7,147115,28.98,1
2022-08,Operations,Travel,467356,383706,5,-83650,-17.9,0
2022-08,Operations,Utilities,1354250,1108843,16,-245407,-18.12,0
2022-08,Sales,Infrastructure,519056,657604,6,138548,26.69,1
2022-08,Sales,Marketing,1083066,1320397,13,237331,21.91,0
2022-08,Sales,Salaries,511767,939152,7,427385,83.51,1
2022-08,Sales,Training,966218,781690,10,-184528,-19.1,0
2022-08,Sales,Travel,500126,429222,4,-70904,-14.18,0
2022-08,Sales,Utilities,389344,516144,7,126800,32.57,1
2022-09,Finance,Infrastructure,516376,601025,6,84649,16.39,0
2022-09,Finance,Marketing,604903,572532,6,-32371,-5.35,0
2022-09,Finance,Salaries,491679,315637,6,-176042,-35.8,1
2022-09,Finance,Training,388710,457528,5,68818,17.7,0
2022-09,Finance,Travel,479556,570526,6,90970,18.97,0
2022-09,Finance,Utilities,437774,589361,7,151587,34.63,1
2022-09,HR,Infrastructure,1050132,1198812,11,148680,14.16,0
2022-09,HR,Marketing,653268,597949,7,-55319,-8.47,0
2022-09,HR,Salaries,823738,978281,10,154543,18.76,0
2022-09,HR,Training,256985,514210,4,257225,100.09,1
2022-09,HR,Travel,710992,902958,11,191966,27.0,1
2022-09,HR,Utilities,276690,296317,4,19627,7.09,0
2022-09,IT,Infrastructure,468520,625065,7,156545,33.41,1
2022-09,IT,Marketing,509801,524221,6,14420,2.83,0
2022-09,IT,Salaries,670269,477300,8,-192969,-28.79,1
2022-09,IT,Training,330295,123696,4,-206599,-62.55,1
2022-09,IT,Travel,779460,617883,9,-161577,-20.73,0
2022-09,IT,Utilities,586895,736320,8,149425,25.46,1
2022-09,Marketing,Infrastructure,656901,699834,8,42933,6.54,0
2022-09,Marketing,Marketing,747529,747504,8,-25,-0.0,0
2022-09,Marketing,Salaries,758175,1067925,10,309750,40.85,1
2022-09,Marketing,Training,721908,807173,10,85265,11.81,0
2022-09,Marketing,Travel,429211,412418,6,-16793,-3.91,0
2022-09,Marketing,Utilities,638294,815541,8,177247,27.77,1
2022-09,Operations,Infrastructure,478138,855405,7,377267,78.9,1
2022-09,Operations,Marketing,748610,900678,10,152068,20.31,0
2022-09,Operations,Salaries,369214,405303,5,36089,9.77,0
2022-09,Operations,Training,892911,673581,10,-219330,-24.56,0
2022-09,Operations,Travel,584316,456185,6,-128131,-21.93,0
2022-09,Operations,Utilities,692001,1059828,10,367827,53.15,1
2022-09,Sales,Infrastructure,589902,544475,7,-45427,-7.7,0
2022-09,Sales,Marketing,555673,669301,7,113628,20.45,0
2022-09,Sales,Salaries,546087,631731,7,85644,15.68,0
2022-09,Sales,Training,624184,760045,9,135861,21.77,0
2022-09,Sales,Travel,663221,598944,8,-64277,-9.69,0
2022-09,Sales,Utilities,369440,809736,9,440296,119.18,1
2022-10,Finance,Infrastructure,1026388,1030922,12,4534,0.44,0
2022-10,Finance,Marketing,637674,616677,7,-20997,-3.29,0
2022-10,Finance,Salaries,875665,876426,10,761,0.09,0
2022-10,Finance,Training,504331,406581,5,-97750,-19.38,0
2022-10,Finance,Travel,944000,945718,11,1718,0.18,0
2022-10,Finance,Utilities,452593,455655,6,3062,0.68,0
2022-10,HR,Infrastructure,136625,153373,1,16748,12.26,0
2022-10,HR,Marketing,624576,639567,8,14991,2.4,0
2022-10,HR,Salaries,1317297,1391594,14,74297,5.64,0
2022-10,HR,Training,1053904,1386518,15,332614,31.56,1
2022-10,HR,Travel,457843,221050,6,-236793,-51.72,1
2022-10,HR,Utilities,256255,312548,2,56293,21.97,0
2022-10,IT,Infrastructure,513317,479696,6,-33621,-6.55,0
2022-10,IT,Marketing,473572,556618,5,83046,17.54,0
2022-10,IT,Salaries,1154317,988917,13,-165400,-14.33,0
2022-10,IT,Training,279910,257066,3,-22844,-8.16,0
2022-10,IT,Travel,1111879,1092070,14,-19809,-1.78,0
2022-10,IT,Utilities,283773,320542,4,36769,12.96,0
2022-10,Marketing,Infrastructure,438271,722651,8,284380,64.89,1
2022-10,Marketing,Marketing,441993,558821,5,116828,26.43,1
2022-10,Marketing,Salaries,634149,740038,9,105889,16.7,0
2022-10,Marketing,Training,638944,685042,7,46098,7.21,0
2022-10,Marketing,Travel,677236,985848,8,308612,45.57,1
2022-10,Marketing,Utilities,613654,670908,9,57254,9.33,0
2022-10,Operations,Infrastructure,1121509,1106822,12,-14687,-1.31,0
2022-10,Operations,Marketing,716933,1018466,9,301533,42.06,1
2022-10,Operations,Salaries,400883,302842,6,-98041,-24.46,0
2022-10,Operations,Training,886854,477460,8,-409394,-46.16,1
2022-10,Operations,Travel,354307,599183,6,244876,69.11,1
2022-10,Operations,Utilities,525826,476803,7,-49023,-9.32,0
2022-10,Sales,Infrastructure,576900,703498,9,126598,21.94,0
2022-10,Sales,Marketing,615961,772642,8,156681,25.44,1
2022-10,Sales,Salaries,680275,696890,7,16615,2.44,0
2022-10,Sales,Training,1316091,1459827,13,143736,10.92,0
2022-10,Sales,Travel,1141799,1138562,12,-3237,-0.28,0
2022-10,Sales,Utilities,895989,1251415,13,355426,39.67,1
2022-11,Finance,Infrastructure,399188,464541,7,65353,16.37,0
2022-11,Finance,Marketing,1101698,1409302,12,307604,27.92,1
2022-11,Finance,Salaries,405583,417960,5,12377,3.05,0
2022-11,Finance,Training,601555,575435,8,-26120,-4.34,0
2022-11,Finance,Travel,1008203,543578,9,-464625,-46.08,1
2022-11,Finance,Utilities,456707,232431,4,-224276,-49.11,1
2022-11,HR,Infrastructure,422887,536113,5,113226,26.77,1
2022-11,HR,Marketing,54180,202514,2,148334,273.78,1
2022-11,HR,Salaries,478072,587812,5,109740,22.95,0
2022-11,HR,Training,913160,1079984,11,166824,18.27,0
2022-11,HR,Travel,352229,723651,6,371422,105.45,1
2022-11,HR,Utilities,564032,599625,6,35593,6.31,0
2022-11,IT,Infrastructure,394726,408769,5,14043,3.56,0
2022-11,IT,Marketing,370041,367314,4,-2727,-0.74,0
2022-11,IT,Salaries,208016,251784,3,43768,21.04,0
2022-11,IT,Training,403244,555391,4,152147,37.73,1
2022-11,IT,Travel,611670,893641,8,281971,46.1,1
2022-11,IT,Utilities,556321,732800,10,176479,31.72,1
2022-11,Marketing,Infrastructure,997997,991378,12,-6619,-0.66,0
2022-11,Marketing,Marketing,949427,1117184,12,167757,17.67,0
2022-11,Marketing,Salaries,186454,117954,4,-68500,-36.74,1
2022-11,Marketing,Training,643756,850441,8,206685,32.11,1
2022-11,Marketing,Travel,162596,239758,5,77162,47.46,1
2022-11,Marketing,Utilities,841118,803319,9,-37799,-4.49,0
2022-11,Operations,Infrastructure,1096596,942728,13,-153868,-14.03,0
2022-11,Operations,Marketing,492239,600369,6,108130,21.97,0
2022-11,Operations,Salaries,863677,831582,9,-32095,-3.72,0
2022-11,Operations,Training,395168,335444,5,-59724,-15.11,0
2022-11,Operations,Travel,851561,1024968,10,173407,20.36,0
2022-11,Operations,Utilities,825973,1027865,12,201892,24.44,0
2022-11,Sales,Infrastructure,733933,1103232,11,369299,50.32,1
2022-11,Sales,Marketing,677987,586884,8,-91103,-13.44,0
2022-11,Sales,Salaries,551043,525677,7,-25366,-4.6,0
2022-11,Sales,Training,390826,594612,7,203786,52.14,1
2022-11,Sales,Travel,616029,817279,10,201250,32.67,1
2022-11,Sales,Utilities,506760,525974,7,19214,3.79,0
2022-12,Finance,Infrastructure,673333,1236122,10,562789,83.58,1
2022-12,Finance,Marketing,567839,1031939,8,464100,81.73,1
2022-12,Finance,Salaries,525621,505167,6,-20454,-3.89,0
2022-12,Finance,Training,489174,774896,7,285722,58.41,1
2022-12,Finance,Travel,743543,635122,8,-108421,-14.58,0
2022-12,Finance,Utilities,897791,926943,10,29152,3.25,0
2022-12,HR,Infrastructure,392096,722669,7,330573,84.31,1
2022-12,HR,Marketing,711966,780571,9,68605,9.64,0
2022-12,HR,Salaries,1451386,1691955,17,240569,16.58,0
2022-12,HR,Training,401422,483961,6,82539,20.56,0
2022-12,HR,Travel,828577,1097935,10,269358,32.51,1
2022-12,HR,Utilities,1163401,1573334,14,409933,35.24,1
2022-12,IT,Infrastructure,595081,718908,8,123827,20.81,0
2022-12,IT,Marketing,529353,570330,7,40977,7.74,0
2022-12,IT,Salaries,760626,1294741,11,534115,70.22,1
2022-12,IT,Training,628306,724838,9,96532,15.36,0
2022-12,IT,Travel,293332,436109,4,142777,48.67,1
2022-12,IT,Utilities,902861,963440,10,60579,6.71,0
2022-12,Marketing,Infrastructure,626741,636471,9,9730,1.55,0
2022-12,Marketing,Marketing,618234,626822,9,8588,1.39,0
2022-12,Marketing,Salaries,435509,462133,5,26624,6.11,0
2022-12,Marketing,Training,837565,933677,12,96112,11.48,0
2022-12,Marketing,Travel,643215,615063,9,-28152,-4.38,0
2022-12,Marketing,Utilities,766410,1050687,9,284277,37.09,1
2022-12,Operations,Infrastructure,432086,462662,6,30576,7.08,0
2022-12,Operations,Marketing,476614,713203,6,236589,49.64,1
2022-12,Operations,Salaries,617976,475126,6,-142850,-23.12,0
2022-12,Operations,Training,393535,600272,6,206737,52.53,1
2022-12,Operations,Travel,527709,391701,5,-136008,-25.77,1
2022-12,Operations,Utilities,415106,770346,6,355240,85.58,1
2022-12,Sales,Infrastructure,338640,568921,6,230281,68.0,1
2022-12,Sales,Marketing,538571,602171,7,63600,11.81,0
2022-12,Sales,Salaries,1021264,1014813,13,-6451,-0.63,0
2022-12,Sales,Training,793149,929479,8,136330,17.19,0
2022-12,Sales,Travel,736513,981977,12,245464,33.33,1
2022-12,Sales,Utilities,460940,471534,6,10594,2.3,0
2023-01,Finance,Infrastructure,398403,434328,7,35925,9.02,0
2023-01,Finance,Marketing,927835,589418,9,-338417,-36.47,1
2023-01,Finance,Salaries,945618,772037,9,-173581,-18.36,0
2023-01,Finance,Training,389090,315801,3,-73289,-18.84,0
2023-01,Finance,Travel,1193502,979495,12,-214007,-17.93,0
2023-01,Finance,Utilities,506054,646897,6,140843,27.83,1
2023-01,HR,Infrastructure,499158,697428,7,198270,39.72,1
2023-01,HR,Marketing,582114,718813,7,136699,23.48,0
2023-01,HR,Salaries,664944,1110777,12,445833,67.05,1
2023-01,HR,Training,437497,407924,6,-29573,-6.76,0
2023-01,HR,Travel,613145,764436,9,151291,24.67,0
2023-01,HR,Utilities,677112,619654,8,-57458,-8.49,0
2023-01,IT,Infrastructure,613986,604742,7,-9244,-1.51,0
2023-01,IT,Marketing,800962,804073,8,3111,0.39,0
2023-01,IT,Salaries,846244,824748,11,-21496,-2.54,0
2023-01,IT,Training,1247696,1149504,15,-98192,-7.87,0
2023-01,IT,Travel,289001,246142,3,-42859,-14.83,0
2023-01,IT,Utilities,324123,373674,4,49551,15.29,0
